rmse,mae,mape,training_time,Model
21044.25421973889,6824.3619609754915,0.5803209796608577,140.39983081817627,DNN-1
20907.54619981262,6755.6612671832645,0.5231435755481818,139.68318724632263,DNN-1
26479.15738571944,7697.045278276716,0.6613603971822348,143.77737879753113,DNN-1
24426.009794207435,7312.7575739646445,0.6201744428492445,135.6117513179779,DNN-1
22243.581243180957,6907.378835094219,0.5372182409400349,133.47090601921082,DNN-1
22838.211432636122,7176.468202941272,0.5653228119406657,131.74917197227478,DNN-1
22505.691512823443,6910.958620499591,0.5670555194945773,119.62465786933899,DNN-1
18991.751445032787,6452.386826340033,0.5724695209137587,122.65902829170227,DNN-1
24075.544486173443,7271.8035245622905,0.5561123039940957,117.5790581703186,DNN-1
24580.84892619929,7534.161464613311,0.6446445610234081,123.47766828536987,DNN-1
27814.073496180372,7802.246980628189,0.6805777851488679,115.74472093582153,DNN-1
21787.959243478643,6866.439321712572,0.6368053231983662,111.67384743690491,DNN-1
23912.489860575984,7227.857252082046,0.6685202619781441,93.48457074165344,DNN-1
23836.991911072204,7185.318975331832,0.6760909784746578,107.78945422172546,DNN-1
25255.368608984845,7462.9217406292355,0.5865067318552631,113.19527697563171,DNN-1
23038.61488458983,7217.187505293866,0.5816889851656206,115.12750673294067,DNN-1
25528.821061561375,7450.230725580333,0.5818512430603933,100.90909481048584,DNN-1
24786.674349134435,7571.626615874621,0.5838096997272372,99.5603449344635,DNN-1
25563.62465847752,7515.477346848468,0.6542902880436786,120.55857992172241,DNN-1
27931.642411633024,7816.9183320026,0.5909034181442158,120.2441349029541,DNN-1
23892.93580704147,7232.840699176399,0.5980017765353758,114.15874147415161,DNN-1
21585.208725120512,6873.135970757932,0.6502635483302894,119.84737372398376,DNN-1
24074.111910172174,7373.143365509656,0.5511837394562121,119.02677345275879,DNN-1
21078.88662288962,6661.918427136479,0.5692451023781978,117.61360573768616,DNN-1
25096.154411739873,7294.235154366007,0.5252421498434686,118.43551325798035,DNN-1
20630.580149593512,6703.860213921995,0.636360589044481,122.11161279678345,DNN-1
21349.60428892056,6805.121856144497,0.5639211763052445,121.09463214874268,DNN-1
24395.520928597824,7508.892801868672,0.6869923495975109,124.84558963775635,DNN-1
22143.040669417667,6960.172972542899,0.5907362681782384,121.07707190513611,DNN-1
21371.506426840595,6921.4458769194935,0.7600574750848912,122.0606849193573,DNN-1
20959.845750867815,6975.87311709657,0.591875229932056,117.55814385414124,DNN-1
22771.672417415262,7044.201224735805,0.5162930911186397,118.43934369087219,DNN-1
21065.101799334883,6676.755079152633,0.642026517443069,120.4246461391449,DNN-1
23775.846991222483,7211.309943062918,0.6085300675399423,116.47486877441406,DNN-1
26349.135444999058,7603.605433172109,0.5530666171227286,117.47830963134766,DNN-1
24555.893959705427,7244.653587029905,0.584884404875322,110.69193053245544,DNN-1
21988.86708615662,6871.208766314448,0.5687339708578907,116.04525113105774,DNN-1
21304.55443164581,6853.741130595305,0.6199943846383089,117.07901287078857,DNN-1
22159.27211785459,6975.618789672852,0.6828842791828293,118.9165849685669,DNN-1
23789.034792509887,6996.280865182682,0.5711451615923278,119.88677787780762,DNN-1
22969.331722180672,7203.73722481241,0.5230890857476818,112.2506206035614,DNN-1
20795.87246265471,6779.734264607332,0.5377889908105138,117.04219317436218,DNN-1
22609.670294920757,7052.393510935258,0.6345525663143664,117.81916809082031,DNN-1
28286.553560411976,7946.7781133846365,0.6647930171918209,116.07536053657532,DNN-1
21788.37298394051,6737.0651237332095,0.5793454264474681,119.25036001205444,DNN-1
22435.038803042913,7173.750173763353,0.6350938387939319,122.2126715183258,DNN-1
22940.85387055906,7047.953385333625,0.5738693984664107,118.9913501739502,DNN-1
21006.191806886705,6846.751375937948,0.583363007910226,117.46664810180664,DNN-1
22327.4193009064,6902.68260753398,0.5620580992345074,117.00941371917725,DNN-1
25553.602005813253,7377.70314679827,0.5591927765156259,116.61254334449768,DNN-1
24822.524083780205,7557.557347200354,0.6482804652276815,122.73628950119019,DNN-1
21341.40115531324,6753.329813898826,0.5618017375521253,122.61720323562622,DNN-1
25077.425299918155,7410.84840844602,0.6027806903891394,122.75851202011108,DNN-1
20820.3254134178,6932.317464867417,0.5218982084842314,118.05979061126709,DNN-1
21462.249116283925,6980.3239321805995,0.5537340224491104,119.36704230308533,DNN-1
24462.840137060404,7489.5102881606745,0.5456458805903387,116.48395681381226,DNN-1
27649.365393600663,7394.857136629065,0.5556899496287864,118.29005026817322,DNN-1
22331.144623348202,6984.537530860122,0.5786831415583336,117.61493754386902,DNN-1
24036.71070365235,7314.410064385862,0.564514232274884,119.98929524421692,DNN-1
25028.598995503256,7549.502094969457,0.5466690336731108,122.62048697471619,DNN-1
20900.533992633533,6909.873146212831,0.5108426354886784,123.04188537597656,DNN-1
18674.425131323263,6454.990845193668,0.6327801860393275,119.42174887657166,DNN-1
18452.211269340653,6474.303630128199,0.5548876782980262,120.6720540523529,DNN-1
23364.925217578693,6985.1089490384475,0.6553615868364787,119.42824244499207,DNN-1
23164.943740684714,7119.917848236707,0.579471028164908,117.13763332366943,DNN-1
24696.270660384802,7349.865638265805,0.5252687222182311,118.77200150489807,DNN-1
23701.295976980404,7219.403890648667,0.6266450116989535,119.30024647712708,DNN-1
21833.304397755415,7020.004805428641,0.6033153904808377,121.38140749931335,DNN-1
20975.827906801045,6587.637809519865,0.5011818198559204,119.36272287368774,DNN-1
23056.54460058837,7005.375027559241,0.5199555073107738,117.97882604598999,DNN-1
20934.37843127333,6762.836515776965,0.58576115054777,123.51203513145447,DNN-1
27198.28848400482,7650.424286822883,0.5797762215021127,117.33095645904541,DNN-1
23611.219629324645,7149.332806334203,0.5492836085520626,119.90502905845642,DNN-1
22578.93884651159,7068.912120274135,0.6085456671233971,119.25341129302979,DNN-1
24487.800030598806,7516.587785837602,0.6985038988812684,120.79033708572388,DNN-1
23421.757121010945,7214.485255338708,0.5850334435541813,115.2746160030365,DNN-1
19750.569799664656,6687.154501000229,0.73721925025534,116.51099395751953,DNN-1
21268.641793016315,6765.005809238979,0.617900285911983,118.93872213363647,DNN-1
71684.83407923071,14892.974489795919,1.0,117.87287878990173,DNN-1
21764.803100017067,6904.454660298873,0.700286747650881,123.45445084571838,DNN-1
22475.696449916948,6968.04102932677,0.5516039813293447,118.9020471572876,DNN-1
21348.987306191437,6984.365388208506,0.6205865029036772,116.69118070602417,DNN-1
19805.06215322599,6742.239707012566,0.5647417933973017,119.16892290115356,DNN-1
25016.494603503033,7664.37857452704,0.5497632806654954,120.08614492416382,DNN-1
21651.32012475626,6876.755999973842,0.6362096639238422,120.47183585166931,DNN-1
24845.09101061882,7403.7628991263255,0.5597944512772537,121.95240020751953,DNN-1
21304.96155256189,6778.8350697731485,0.5635633666475228,121.27810835838318,DNN-1
23728.844007831434,7061.754960352061,0.6145530046842372,117.11171579360962,DNN-1
19222.19726151689,6526.347215691391,0.5559125960365727,120.71497750282288,DNN-1
20581.288581403147,6481.1296187420285,0.5398272557818813,120.9165027141571,DNN-1
22252.310244140834,6878.15028007663,0.6397610632276891,117.99831008911133,DNN-1
21643.592171338263,6989.455121254435,0.5991573837717417,119.65115261077881,DNN-1
29086.38550722012,7908.158025001993,0.5950586271331042,120.45208024978638,DNN-1
18585.055064830874,6460.933479309082,0.754581710018787,118.89685201644897,DNN-1
22329.76481707323,6920.073725486288,0.5687125081553304,120.60003161430359,DNN-1
25509.78768171997,7439.174101693289,0.6339898604702621,124.30500721931458,DNN-1
25994.136667013627,7519.907031623685,0.6865770829330149,119.79785346984863,DNN-1
28266.828377623515,7427.334050392618,0.5642638541987406,121.37385439872742,DNN-1
19201.441583728672,6470.566992623465,0.5778687327920474,116.6591727733612,DNN-1
26110.661141468434,7706.712180624203,0.5357710841087993,121.19184875488281,DNN-1
25228.85297923196,7494.651675321618,0.6447156460448397,121.13264012336731,DNN-1
24519.941432837924,7055.079491206578,0.6173519926135669,118.41395950317383,DNN-1
22988.701641944637,7081.72405336341,0.5276500176157385,118.01020979881287,DNN-1
23051.911593632023,7263.615501092405,0.6377851141366863,116.27735829353333,DNN-1
24725.71299987048,7473.399356374935,0.5271014211385221,122.3252182006836,DNN-1
22020.07514318578,6909.910414403798,0.5545236970229026,116.60056185722351,DNN-1
21212.591029860137,6886.399368870015,0.6087003932430539,118.99321293830872,DNN-1
23297.86537753816,7071.757532859335,0.6463994643561423,116.46239590644836,DNN-1
20987.699728056195,6766.521272308973,0.5835138482688024,121.60234260559082,DNN-1
22915.66528481123,7080.35764951122,0.5933107899856451,120.83298873901367,DNN-1
26992.68761221641,7925.28278989208,0.6099650917543669,116.56152439117432,DNN-1
22727.428068417652,7010.442247351822,0.6189190216583527,121.35982084274292,DNN-1
19066.53930418013,6568.456665817572,0.6340144930257599,118.77778911590576,DNN-1
20414.731511106802,6800.367937204789,0.7095523224141309,119.85176134109497,DNN-1
71684.83407923071,14892.974489795919,1.0,115.83758544921875,DNN-1
22774.576455681574,7181.056711157974,0.6323719976866726,121.5920090675354,DNN-1
19373.42763999857,6439.657509628607,0.5680788602124804,122.87696981430054,DNN-1
28938.34587930218,7914.999221646056,0.5542615200890397,122.47230219841003,DNN-1
25866.73854243622,7525.047243935721,0.5988947083534738,116.71454858779907,DNN-1
27500.278714312637,7745.450649261475,0.6055897531946972,120.5139582157135,DNN-1
24688.901464450693,7364.850997691252,0.5796536155424241,117.16305088996887,DNN-1
23173.92692951277,7308.487232130401,0.5373694345841707,123.92438292503357,DNN-1
25309.797989379353,7570.674902156908,0.5177986002798971,121.53666877746582,DNN-1
21314.301806690703,6825.371271094497,0.5975610492815301,119.74038314819336,DNN-1
23682.683698439978,7350.549881915656,0.6296483212948581,119.29699325561523,DNN-1
21007.495845347912,6872.895159507284,0.6299355993237987,119.83926844596863,DNN-1
21543.687221233486,6630.448243978072,0.5677916269302238,118.40897727012634,DNN-1
20473.948445615602,6866.838903154646,0.6820489037587901,122.24338459968567,DNN-1
20998.47873971575,6757.9262312285755,0.5697928599156168,120.65313720703125,DNN-1
22115.542353211356,6838.771924544354,0.5896329751345025,121.86261034011841,DNN-1
23135.502568507116,7065.591863126171,0.5517371570267294,120.01980519294739,DNN-1
22939.922322786184,7043.029824237434,0.6218814517499761,122.50379967689514,DNN-1
24240.03743879495,7507.536556477449,0.5270787935514529,122.37680435180664,DNN-1
25479.50936041285,7345.483785123241,0.5426056611819987,119.39722681045532,DNN-1
24623.388528390762,7360.145632062639,0.5679706564337557,123.2130880355835,DNN-1
71684.83407923071,14892.974489795919,1.0,117.29459381103516,DNN-1
25471.911687558433,7454.515609896913,0.6041367097543728,117.81834292411804,DNN-1
24637.831779496217,7407.109084966231,0.707487608758076,119.16132164001465,DNN-1
23414.107205716286,7156.751263209751,0.6570566505797775,122.58645296096802,DNN-1
26356.96754685548,7660.9583648370235,0.5999458094545743,120.79262709617615,DNN-1
21791.562832819887,7083.8853213641105,0.5711939287349735,124.90807390213013,DNN-1
24948.12897722891,7273.5207535101445,0.6251277794675536,121.18837761878967,DNN-1
27932.370529369113,7791.694860808703,0.6041778488887347,116.95721220970154,DNN-1
22009.41812888744,7151.134923195353,0.6822908082551689,117.94254946708679,DNN-1
21225.174663129023,6767.040727732133,0.5711417879072945,117.66515970230103,DNN-1
19757.216280761822,6675.5048046501315,0.527815778000162,122.19272184371948,DNN-1
27304.525040441444,8081.402008679448,0.6095710763673603,122.88651323318481,DNN-1
21126.628401580496,6894.306517620476,0.6338209084163833,118.96101832389832,DNN-1
20204.643649649704,6787.790812044727,0.5433203218085276,116.57348608970642,DNN-1
21852.258066232407,7154.716436580736,0.6119880753322948,116.15641665458679,DNN-1
20763.164563956223,6855.533452248087,0.5911453042851917,123.39044094085693,DNN-1
26238.852376358922,7656.001411282286,0.546480276073737,121.94852948188782,DNN-1
20953.052030808776,6808.513812162439,0.6402519207772023,122.88845181465149,DNN-1
21337.939257488986,6725.320307751092,0.653488920557838,120.5308723449707,DNN-1
21180.034609021586,6762.227045020279,0.6021248099719513,121.6349561214447,DNN-1
23462.43252034951,7306.516914211974,0.6027696268898883,116.35798501968384,DNN-1
71684.83407923071,14892.974489795919,1.0,116.87150049209595,DNN-1
22898.959998461585,7178.653350051569,0.5892513446461378,118.21912813186646,DNN-1
22875.509416490575,7042.48620060512,0.6253361733964381,120.51717948913574,DNN-1
20604.313749670797,6664.5558413291465,0.5757668731640132,119.73712968826294,DNN-1
20814.518254982806,6836.435695258939,0.7553553144355496,122.29692602157593,DNN-1
24622.287597004135,7423.11272438205,0.5740462437752184,114.99335885047913,DNN-1
24206.20372399609,7332.338581163056,0.6233565364964083,118.4478030204773,DNN-1
23962.413305032976,7127.328382842395,0.609441849720677,119.35733485221863,DNN-1
22723.824701613226,7203.424922865264,0.6300284193983107,119.16529154777527,DNN-1
22483.96042130691,7213.493912443822,0.576555990791499,122.56807327270508,DNN-1
25462.61077240039,7764.586824222487,0.5678901790172043,120.84578466415405,DNN-1
21336.865087562073,6708.967011665812,0.5360974603830145,119.37852358818054,DNN-1
20121.584733148127,6271.609837590432,0.5569039279860175,119.63466429710388,DNN-1
31229.579976233937,8175.427176806392,0.6060099901834253,121.19453072547913,DNN-1
20393.764920432623,6353.387151251034,0.5644446302210794,118.29892206192017,DNN-1
22033.424805985705,6934.203831886759,0.5712267297733107,121.78768396377563,DNN-1
21535.76805439957,7060.5268406770665,0.5972472218735252,120.99992179870605,DNN-1
23180.743219205928,7187.583213261196,0.6563407170232685,121.16473197937012,DNN-1
20366.79890783726,6781.905684801997,0.6434372498147682,117.64022970199585,DNN-1
21759.075317752882,7065.210030224858,0.6617593322794528,122.8125102519989,DNN-1
22267.740751321144,7029.10008888342,0.5369510430176385,122.27923250198364,DNN-1
21058.192154051867,6955.833009135967,0.6565152433527941,118.8855721950531,DNN-1
27280.21412980631,7607.110428323551,0.6011905179052478,122.45339250564575,DNN-1
24710.150134447213,7136.903307856345,0.524183392289452,120.59570217132568,DNN-1
22765.55872725298,7122.928446010667,0.5609402084150398,120.71732783317566,DNN-1
21216.583176040192,6921.664220381756,0.5695470213220685,119.09707689285278,DNN-1
26257.386824928824,7655.987332246741,0.5673527914072636,121.85770916938782,DNN-1
71684.83407923071,14892.974489795919,1.0,116.48997592926025,DNN-1
22679.85122893101,6972.969640303631,0.6186652235065209,119.30751419067383,DNN-1
24733.297428215155,7407.675359531325,0.5135890196004584,118.41361665725708,DNN-1
25039.148352752367,7447.588987545091,0.6082744365873219,120.59179925918579,DNN-1
23524.18947862134,7016.4999596732005,0.6114104354653374,114.2031569480896,DNN-1
19948.898523517644,6818.684994600257,0.5594786413383869,117.72419452667236,DNN-1
23099.87309321427,7417.222116742815,0.6777119321448299,117.92991065979004,DNN-1
22909.87117320048,7152.458463396345,0.5492646457743295,117.91738200187683,DNN-1
23495.60249608889,7149.678379837347,0.536221778115257,117.21373987197876,DNN-1
20026.29730539216,6749.654750123316,0.6542641670202428,121.99850392341614,DNN-1
21292.757147269374,6779.469336062061,0.6104923098273727,120.64252161979675,DNN-1
24938.592708477336,7413.629468022561,0.6242742802604747,118.1884834766388,DNN-1
21599.731151730004,6884.449107423121,0.5931997369487828,120.8197078704834,DNN-1
22042.598279805035,6917.0868798080755,0.6013434909044482,121.47440218925476,DNN-1
21467.979600645103,7040.959812242158,0.6320652820462849,122.43590879440308,DNN-1
71684.83407923071,14892.974489795919,1.0,115.9759373664856,DNN-1
24878.793142285715,7495.527829695721,0.5812501532090958,117.02791857719421,DNN-1
21797.869888927424,6782.946697390809,0.5583608957718564,114.843430519104,DNN-1
20763.47500812326,6694.363835548868,0.6403178881156487,117.48020362854004,DNN-1
22693.686315237133,7108.392795796297,0.6934055281253422,123.9457356929779,DNN-1
21204.255727769283,6847.56577425587,0.572161167364007,122.82391166687012,DNN-1
23271.421194125494,7014.603147701341,0.5116789361160353,120.16174030303955,DNN-1
24705.94105899344,7476.998362327108,0.5978358562269785,120.8446147441864,DNN-1
20941.230597934722,6747.989219860155,0.5973819026005972,120.30351400375366,DNN-1
23897.185510795713,7446.32978836371,0.565689230616935,122.56632423400879,DNN-1
21434.52257271814,6885.99153215058,0.530572724199543,117.27298140525818,DNN-1
24771.473548041973,7399.619184065838,0.5655980898164563,120.92699122428894,DNN-1
71684.83407923071,14892.974489795919,1.0,113.96282434463501,DNN-1
21525.827657080597,6921.252314587029,0.6243374559779152,119.53800129890442,DNN-1
26893.837410129407,7201.834109637202,0.5634127528224733,117.07011365890503,DNN-1
24988.673357345207,7480.695529237086,0.670548999671052,120.6977014541626,DNN-1
26889.233333085853,7764.0279010072045,0.5434345616222428,122.41971206665039,DNN-1
20937.802576642363,6677.497399388528,0.573172487566951,122.23677659034729,DNN-1
25754.000580998854,7682.0355274434,0.6012536602948961,123.40541863441467,DNN-1
21818.17612473465,6997.0997723949195,0.5469126538059145,121.17535018920898,DNN-1
24827.629266139826,7241.113440065968,0.5956573679452968,118.1010229587555,DNN-1
27773.46182904286,7962.943179694974,0.6216215746514252,120.6125111579895,DNN-1
28574.30370547469,7784.610311547104,0.6127959253030446,122.30688571929932,DNN-1
22132.244794750965,7039.191978065335,0.5700107447902476,120.00057029724121,DNN-1
26030.231976881045,7584.397267867108,0.6897593214650481,119.9554283618927,DNN-1
21032.83631116719,6899.300868443081,0.7199461793883717,121.97795605659485,DNN-1
20708.479617405967,6835.493825951401,0.6015117709092256,115.88015460968018,DNN-1
24134.603826906136,7583.61947795323,0.5624148748589468,118.50659799575806,DNN-1
21620.588548496362,7013.545490809849,0.622851728580381,120.88131093978882,DNN-1
25899.5756826135,7298.158896777095,0.5932300868585042,122.23695039749146,DNN-1
22280.26256131249,6688.20430008246,0.5515734006923546,114.41243481636047,DNN-1
20734.333339178138,6594.169778784927,0.5671574893493687,118.26707768440247,DNN-1
21047.821784441916,7035.305564568967,0.661618783603006,125.48424744606018,DNN-1
24644.518155194575,7465.0595156611225,0.544299853366506,121.74488139152527,DNN-1
23858.16281103085,7272.895294500857,0.5788879129640766,116.42118048667908,DNN-1
26157.862416911332,7782.225468538245,0.7697262695776746,120.72084856033325,DNN-1
22087.759177963675,7167.608397970394,0.5914518719784295,125.58865094184875,DNN-1
27465.580176193962,7785.8801346603705,0.5508049671898164,116.89407348632812,DNN-1
21354.590484110406,6794.6055908203125,0.6228514868405923,115.40125584602356,DNN-1
27626.619956782306,7743.88147439762,0.6535315385673197,121.18711519241333,DNN-1
20440.498130588196,6739.194395882742,0.5710309267824665,117.71493315696716,DNN-1
24639.098148254227,7396.870728317572,0.6086063308269962,120.23088073730469,DNN-1
